image_path,caption
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_512_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_513_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_514_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_515_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_516_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_517_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_518_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_519_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_51_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_520_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_521_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_522_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_523_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_524_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_525_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_526_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_527_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_528_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_529_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_52_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_530_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_531_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_532_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_533_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_534_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_535_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_536_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_537_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_538_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_539_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_53_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_540_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_541_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_542_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_543_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_544_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_545_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_546_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_547_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_548_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_549_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_54_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_550_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_551_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_552_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_553_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_554_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_555_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_556_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_557_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_558_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_559_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_55_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_560_endo.png,"Laparoscopic view showing abdominal wall, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_561_endo.png,"Laparoscopic view showing abdominal wall, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_562_endo.png,"Laparoscopic view showing abdominal wall, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_563_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_564_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_565_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_566_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_567_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_568_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_569_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_56_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_570_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_571_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_572_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_573_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_574_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_575_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_576_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_577_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_578_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_579_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_57_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_580_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_581_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_582_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_583_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_584_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_585_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_586_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_587_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_588_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_589_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_58_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_590_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_591_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_592_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_593_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_594_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_595_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_596_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_597_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_598_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_599_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_59_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_5_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_600_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_601_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_602_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_603_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_604_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_605_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_606_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_607_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_608_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_609_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_60_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_610_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_611_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_612_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_613_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_614_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_615_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_616_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_617_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_618_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_619_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_61_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_620_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_621_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_622_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_623_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_624_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_625_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_626_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_627_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_628_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_629_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_62_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_630_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_631_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_632_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_633_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_634_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_635_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_636_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_637_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_638_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_639_endo.png,"Laparoscopic view showing abdominal wall, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_63_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_64_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_65_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_66_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_67_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_68_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_69_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_6_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_70_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_71_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_72_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_73_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_74_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_75_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_76_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_77_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_78_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_79_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_7_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_80_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_81_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_82_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_83_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_84_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_85_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_86_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_87_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_88_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_89_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_8_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_90_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_91_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_92_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_93_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_94_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9596_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9597_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
