dataset,sequence_id,modality,frames_dir,num_frames,has_depth,has_mask,has_stereo,split,sample_frame,domain
HyperKvasir,hyper-kvasir-labeled-images\labeled-images\lower-gi-tract\quality-of-mucosal-views\impacted-stool,rgb,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/lower-gi-tract/quality-of-mucosal-views/impacted-stool,131,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/lower-gi-tract/quality-of-mucosal-views/impacted-stool/011b9803-a7bb-4278-8cd8-44c53dd2508a.jpg,gi
HyperKvasir,hyper-kvasir-labeled-images\labeled-images\lower-gi-tract\therapeutic-interventions\dyed-lifted-polyps,rgb,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps,1002,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/003ce964-69ef-4f91-92c7-c33835289c18.jpg,gi
HyperKvasir,hyper-kvasir-labeled-images\labeled-images\lower-gi-tract\therapeutic-interventions\dyed-resection-margins,rgb,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins,989,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/0016b80d-1d3d-4fe0-ad7c-7a8e369352bb.jpg,gi
HyperKvasir,hyper-kvasir-labeled-images\labeled-images\upper-gi-tract\anatomical-landmarks\pylorus,rgb,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus,999,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/000cd4cc-0e53-46e5-ba6c-bdcdb8e5b20e.jpg,gi
HyperKvasir,hyper-kvasir-labeled-images\labeled-images\upper-gi-tract\anatomical-landmarks\retroflex-stomach,rgb,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach,764,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/005f1aa1-cfc7-4a68-b7d3-080eea906784.jpg,gi
HyperKvasir,hyper-kvasir-labeled-images\labeled-images\upper-gi-tract\anatomical-landmarks\z-line,rgb,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/anatomical-landmarks/z-line,932,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/001dcfa9-0cac-4b07-9cec-bc70944cd4d3.jpg,gi
HyperKvasir,hyper-kvasir-labeled-images\labeled-images\upper-gi-tract\pathological-findings\barretts,rgb,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/pathological-findings/barretts,41,False,True,False,val,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/pathological-findings/barretts/0033588e-ae3b-4cc0-aa8e-2ac34857c9cb.jpg,gi
HyperKvasir,hyper-kvasir-labeled-images\labeled-images\upper-gi-tract\pathological-findings\esophagitis-a,rgb,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/pathological-findings/esophagitis-a,403,False,True,False,train,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/029e4210-dcc0-4350-92e4-9bd075ca31df.jpg,gi
HyperKvasir,hyper-kvasir-labeled-images\labeled-images\upper-gi-tract\pathological-findings\esophagitis-b-d,rgb,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/pathological-findings/esophagitis-b-d,260,False,True,False,train,datasets/HyperKvasir/hyper-kvasir-labeled-images/labeled-images/upper-gi-tract/pathological-findings/esophagitis-b-d/018fc250-a81a-41c0-83af-0521dc455d26.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\0220d11b-ab12-4b02-93ce-5d7c205c7043_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0220d11b-ab12-4b02-93ce-5d7c205c7043_frames,98,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0220d11b-ab12-4b02-93ce-5d7c205c7043_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\02817e58-22da-4e62-9bc3-a29ba2c14c59_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/02817e58-22da-4e62-9bc3-a29ba2c14c59_frames,126,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/02817e58-22da-4e62-9bc3-a29ba2c14c59_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\057803c8-1a4b-4d65-9cd3-f0fc8968c606_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/057803c8-1a4b-4d65-9cd3-f0fc8968c606_frames,251,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/057803c8-1a4b-4d65-9cd3-f0fc8968c606_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\05a868ca-4a74-49d6-8769-b0d62d828d95_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/05a868ca-4a74-49d6-8769-b0d62d828d95_frames,20,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/05a868ca-4a74-49d6-8769-b0d62d828d95_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\05cf1dbe-08e5-4261-9bb3-28abbd346e2e_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/05cf1dbe-08e5-4261-9bb3-28abbd346e2e_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/05cf1dbe-08e5-4261-9bb3-28abbd346e2e_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\061d6094-656d-43a9-86be-1eaae62785d6_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/061d6094-656d-43a9-86be-1eaae62785d6_frames,1255,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/061d6094-656d-43a9-86be-1eaae62785d6_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\0729435b-e613-44a0-87cb-2b5361e8ac84_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0729435b-e613-44a0-87cb-2b5361e8ac84_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0729435b-e613-44a0-87cb-2b5361e8ac84_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\07bf7341-7ddd-44a0-8b31-36842b8761fa_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/07bf7341-7ddd-44a0-8b31-36842b8761fa_frames,176,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/07bf7341-7ddd-44a0-8b31-36842b8761fa_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\08c26278-0aa6-40e5-9a0e-f02a2ae5e91d_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/08c26278-0aa6-40e5-9a0e-f02a2ae5e91d_frames,204,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/08c26278-0aa6-40e5-9a0e-f02a2ae5e91d_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\09ac4bbb-0dec-496c-bed4-06180c9ed6f7_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/09ac4bbb-0dec-496c-bed4-06180c9ed6f7_frames,276,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/09ac4bbb-0dec-496c-bed4-06180c9ed6f7_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\09bb6b38-f3e3-4c3b-b917-2df57eb3f10b_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/09bb6b38-f3e3-4c3b-b917-2df57eb3f10b_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/09bb6b38-f3e3-4c3b-b917-2df57eb3f10b_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\0c35ad30-14c3-4ab9-b60b-b421e568a921_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0c35ad30-14c3-4ab9-b60b-b421e568a921_frames,64,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0c35ad30-14c3-4ab9-b60b-b421e568a921_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\0d50b006-c0ad-4e78-9e0e-4d39ba54cdbf_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0d50b006-c0ad-4e78-9e0e-4d39ba54cdbf_frames,150,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0d50b006-c0ad-4e78-9e0e-4d39ba54cdbf_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\0df6a544-da6e-42db-97df-393c5bc99441_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0df6a544-da6e-42db-97df-393c5bc99441_frames,252,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0df6a544-da6e-42db-97df-393c5bc99441_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\0ecac639-6e57-4bab-8281-9d6feebe9599_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0ecac639-6e57-4bab-8281-9d6feebe9599_frames,61,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/0ecac639-6e57-4bab-8281-9d6feebe9599_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\11305ea5-389a-46c8-95f3-94a1af84247d_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/11305ea5-389a-46c8-95f3-94a1af84247d_frames,56,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/11305ea5-389a-46c8-95f3-94a1af84247d_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\12b56586-2a80-44e3-b0dd-db1f0b500fe0_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/12b56586-2a80-44e3-b0dd-db1f0b500fe0_frames,510,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/12b56586-2a80-44e3-b0dd-db1f0b500fe0_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\12cfe1ef-ca92-49fe-b8f7-d0571be00580_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/12cfe1ef-ca92-49fe-b8f7-d0571be00580_frames,241,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/12cfe1ef-ca92-49fe-b8f7-d0571be00580_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\12ebca74-2378-4498-b2c1-44e0a3ae9f9f_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/12ebca74-2378-4498-b2c1-44e0a3ae9f9f_frames,78,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/12ebca74-2378-4498-b2c1-44e0a3ae9f9f_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\14873d0e-96bc-464c-869d-78745fa8cb81_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/14873d0e-96bc-464c-869d-78745fa8cb81_frames,99,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/14873d0e-96bc-464c-869d-78745fa8cb81_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\15aba7e4-e314-4b71-b487-0aaf7f05784c_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/15aba7e4-e314-4b71-b487-0aaf7f05784c_frames,275,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/15aba7e4-e314-4b71-b487-0aaf7f05784c_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\15c365ca-a3c1-465b-949a-d2262a086f81_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/15c365ca-a3c1-465b-949a-d2262a086f81_frames,232,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/15c365ca-a3c1-465b-949a-d2262a086f81_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1604ddda-34c8-4fea-943d-3a05ba83c82e_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1604ddda-34c8-4fea-943d-3a05ba83c82e_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1604ddda-34c8-4fea-943d-3a05ba83c82e_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\164c76bd-cf72-46f6-a643-ddfecb6448d7_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/164c76bd-cf72-46f6-a643-ddfecb6448d7_frames,65,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/164c76bd-cf72-46f6-a643-ddfecb6448d7_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\16963978-a8e4-4769-a5de-b7585c7323a5_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/16963978-a8e4-4769-a5de-b7585c7323a5_frames,38,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/16963978-a8e4-4769-a5de-b7585c7323a5_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\16e7e461-a9a7-4b04-8d2c-155de3eb1c90_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/16e7e461-a9a7-4b04-8d2c-155de3eb1c90_frames,17,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/16e7e461-a9a7-4b04-8d2c-155de3eb1c90_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\17241dcf-de85-461d-9435-f5134035aacb_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/17241dcf-de85-461d-9435-f5134035aacb_frames,27,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/17241dcf-de85-461d-9435-f5134035aacb_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\17d4f706-b2c0-4d46-9082-92094e6e90fc_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/17d4f706-b2c0-4d46-9082-92094e6e90fc_frames,649,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/17d4f706-b2c0-4d46-9082-92094e6e90fc_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\18399b93-7750-41ca-ad6d-5712d996f039_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/18399b93-7750-41ca-ad6d-5712d996f039_frames,17,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/18399b93-7750-41ca-ad6d-5712d996f039_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\19f60cad-74fb-41a3-83e0-6b4d7f789b3a_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/19f60cad-74fb-41a3-83e0-6b4d7f789b3a_frames,195,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/19f60cad-74fb-41a3-83e0-6b4d7f789b3a_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1a15b57d-edb2-4c39-b5a7-b85d4e2404bd_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1a15b57d-edb2-4c39-b5a7-b85d4e2404bd_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1a15b57d-edb2-4c39-b5a7-b85d4e2404bd_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1c9578a7-d1c3-45bb-9594-e984aa77fddb_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1c9578a7-d1c3-45bb-9594-e984aa77fddb_frames,128,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1c9578a7-d1c3-45bb-9594-e984aa77fddb_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1cd5428d-fd6c-472f-a363-81781a3b91a1_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1cd5428d-fd6c-472f-a363-81781a3b91a1_frames,79,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1cd5428d-fd6c-472f-a363-81781a3b91a1_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1db75715-7c9b-4017-8c3f-389b3d185411_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1db75715-7c9b-4017-8c3f-389b3d185411_frames,1252,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1db75715-7c9b-4017-8c3f-389b3d185411_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1ddbfddd-24e5-41cf-a3c3-bab8e92def55_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1ddbfddd-24e5-41cf-a3c3-bab8e92def55_frames,328,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1ddbfddd-24e5-41cf-a3c3-bab8e92def55_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1de3ef0f-d54d-49e3-98a1-a919c5552a64_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1de3ef0f-d54d-49e3-98a1-a919c5552a64_frames,102,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1de3ef0f-d54d-49e3-98a1-a919c5552a64_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1e2fd8b3-6f22-40bf-bc4b-fc3949897fa0_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1e2fd8b3-6f22-40bf-bc4b-fc3949897fa0_frames,141,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1e2fd8b3-6f22-40bf-bc4b-fc3949897fa0_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1e453eb9-7e7e-4c53-88de-8ed97dc6694c_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1e453eb9-7e7e-4c53-88de-8ed97dc6694c_frames,245,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1e453eb9-7e7e-4c53-88de-8ed97dc6694c_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1e8d4bbe-234c-4610-9093-95d40ea50f33_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1e8d4bbe-234c-4610-9093-95d40ea50f33_frames,758,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1e8d4bbe-234c-4610-9093-95d40ea50f33_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1f17e901-9ba3-4536-abfe-d6a9a039e983_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1f17e901-9ba3-4536-abfe-d6a9a039e983_frames,34,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1f17e901-9ba3-4536-abfe-d6a9a039e983_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1f7821b9-f4e4-4bb1-ae9a-a3d36abf7b6f_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1f7821b9-f4e4-4bb1-ae9a-a3d36abf7b6f_frames,67,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1f7821b9-f4e4-4bb1-ae9a-a3d36abf7b6f_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1f7e03fd-06da-4823-94a6-11293897f545_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1f7e03fd-06da-4823-94a6-11293897f545_frames,187,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1f7e03fd-06da-4823-94a6-11293897f545_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1fe787f4-b316-4f7e-a1bc-c6ad001f4b1c_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1fe787f4-b316-4f7e-a1bc-c6ad001f4b1c_frames,121,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1fe787f4-b316-4f7e-a1bc-c6ad001f4b1c_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\20be5f51-60c9-4d65-bc4a-1fbd3197c0ef_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/20be5f51-60c9-4d65-bc4a-1fbd3197c0ef_frames,48,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/20be5f51-60c9-4d65-bc4a-1fbd3197c0ef_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\20cdb729-afeb-42c2-b478-b54e24221ecd_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/20cdb729-afeb-42c2-b478-b54e24221ecd_frames,114,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/20cdb729-afeb-42c2-b478-b54e24221ecd_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\211cd51d-d11a-4725-8772-97447201e9dd_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/211cd51d-d11a-4725-8772-97447201e9dd_frames,150,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/211cd51d-d11a-4725-8772-97447201e9dd_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\226ad7b7-00bd-4679-8a7a-bc7c07f0dc51_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/226ad7b7-00bd-4679-8a7a-bc7c07f0dc51_frames,45,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/226ad7b7-00bd-4679-8a7a-bc7c07f0dc51_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2330e8a9-3238-4e3f-8d77-0d6ff5dbc0f1_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2330e8a9-3238-4e3f-8d77-0d6ff5dbc0f1_frames,740,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2330e8a9-3238-4e3f-8d77-0d6ff5dbc0f1_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\234a1785-c3b2-427d-aee2-0ec0eb184cb4_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/234a1785-c3b2-427d-aee2-0ec0eb184cb4_frames,140,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/234a1785-c3b2-427d-aee2-0ec0eb184cb4_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2383d344-9474-448b-a0b3-f9aa173954cc_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2383d344-9474-448b-a0b3-f9aa173954cc_frames,102,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2383d344-9474-448b-a0b3-f9aa173954cc_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2446bb8b-454f-409a-ae5a-ff5ad5fb2409_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2446bb8b-454f-409a-ae5a-ff5ad5fb2409_frames,5,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2446bb8b-454f-409a-ae5a-ff5ad5fb2409_frames/frame_000000.jpg,gi
